customer_id,avg_session_duration,bounce_rate,last_login
C-ADV-00001,3.265511713589099,0.4117684510201053,2024-08-28
C-ADV-00002,31.847332691711614,0.5335663820891772,2024-12-23
C-ADV-00003,10.019639262944013,0.4350250664373605,2024-12-18
C-ADV-00004,36.234978442192535,0.46121041069351143,2024-10-01
C-ADV-00005,19.603866944257877,0.19563316555393276,2024-07-17
C-ADV-00006,18.771193394964904,0.10994932824129869,2024-07-10
C-ADV-00007,27.449336108778922,0.5208437494911475,2024-11-01
C-ADV-00008,43.156057941213625,0.49018037609939513,2024-10-12
C-ADV-00009,6.307353853535893,0.16486824543687648,2024-08-20
C-ADV-00010,29.96430406847649,0.20609903987328707,2024-07-31
C-ADV-00011,10.233958098653213,0.29847240619141,2024-12-31
C-ADV-00012,23.490320527864043,0.475824803744784,2024-08-22
C-ADV-00013,3.679320708164871,0.4061697946272186,2024-08-19
C-ADV-00014,14.688941942690501,0.21960155458279337,2024-10-18
C-ADV-00015,4.143129093597638,0.3681725353403795,2024-07-27
C-ADV-00016,44.34992027996356,0.21818273710548222,2024-07-16
C-ADV-00017,37.967083588121575,0.28241599617542124,2024-12-20
C-ADV-00018,15.644212363503163,0.5106781543851436,2024-12-06
C-ADV-00019,18.890792584013848,0.49944777190407397,2024-12-11
C-ADV-00020,2.1744263948406513,0.15961301022829485,2024-08-29
C-ADV-00021,20.055037763225858,0.1251373025858634,2024-08-04
C-ADV-00022,44.57910541419349,0.48467417935528667,2024-08-05
C-ADV-00023,11.16977871922693,0.429840690180342,2024-10-12
C-ADV-00024,29.671145154676953,0.5250071567702369,2024-09-30
C-ADV-00025,42.59820470385033,0.2213193883094199,2024-10-04
C-ADV-00026,10.270430105824762,0.17903929723074322,2024-11-27
C-ADV-00027,13.722653802314584,0.49295471149533343,2024-11-16
C-ADV-00028,35.86390822713613,0.5498519671909509,2024-07-11
C-ADV-00029,29.43391857609326,0.4675087691330474,2024-08-17
C-ADV-00030,38.852515718670354,0.15955371089327083,2024-07-15
